iter	$2$	$3$	$4$	$5$	$6$	$7$	$8$
1	0.062337572690859086	0.031345672114815974	0.008824513749628594	8.971635158668677e-5	2.6757978339048703e-7	1.1993746408761856e-13	1.089293602881873e-15
2	0.057516451237696234	0.018656487736517378	0.00030195374960981166	5.062574170834307e-7	5.337563799766711e-13	8.559159559687954e-16	4.986736071158948e-16
3	0.03954060807548017	0.010131666386669624	6.88861586535755e-5	5.559587590465367e-10	8.174654965045096e-16	-Inf	-Inf
4	0.052836044176086554	0.00798790045718856	2.810977724628091e-6	4.6179020532873086e-12	-Inf	-Inf	-Inf
5	0.04924096861017636	0.004340281249545116	6.181114562157779e-7	1.4173380607101961e-15	-Inf	-Inf	-Inf
6	0.041776010537460245	0.0025559250126416535	1.5939729358500483e-7	8.029770230737589e-16	-Inf	-Inf	-Inf
7	0.03720123488391669	0.000638973557303326	4.688656952347231e-9	-Inf	-Inf	-Inf	-Inf
8	0.042202026434216194	0.0015015117373733907	1.1566346544280188e-9	-Inf	-Inf	-Inf	-Inf
9	0.04355257931836291	0.0005918268460179809	2.652462905934221e-11	-Inf	-Inf	-Inf	-Inf
10	0.04322923224092712	0.000462372181618903	5.574991094498817e-12	-Inf	-Inf	-Inf	-Inf
11	0.03337200545705804	0.0006200779828932303	3.402407992709433e-13	-Inf	-Inf	-Inf	-Inf
12	0.044279515520727855	0.0003805921496888163	1.8860364596865605e-14	-Inf	-Inf	-Inf	-Inf
13	0.03333168115489571	0.00014553670713265683	2.6826362640538178e-15	-Inf	-Inf	-Inf	-Inf
14	0.045918912172035205	0.0005562786819016361	9.025865877102413e-16	-Inf	-Inf	-Inf	-Inf
15	0.05285672680548326	0.0001598071067483213	-Inf	-Inf	-Inf	-Inf	-Inf
16	0.060135587141632765	0.00021172163928805736	-Inf	-Inf	-Inf	-Inf	-Inf
17	0.07730236400253342	4.234186853322842e-6	-Inf	-Inf	-Inf	-Inf	-Inf
18	0.06935862335868442	5.884598408071126e-5	-Inf	-Inf	-Inf	-Inf	-Inf
19	0.057328290499062504	7.799778492900889e-6	-Inf	-Inf	-Inf	-Inf	-Inf
20	0.05276339573160226	2.0238478759114088e-5	-Inf	-Inf	-Inf	-Inf	-Inf
21	0.051084516982225756	1.5806933390965224e-5	-Inf	-Inf	-Inf	-Inf	-Inf
22	0.045260870689237745	1.3510851715037827e-5	-Inf	-Inf	-Inf	-Inf	-Inf
23	0.058302560083176753	5.072332390061566e-6	-Inf	-Inf	-Inf	-Inf	-Inf
24	0.0672280116656054	3.496518360855558e-7	-Inf	-Inf	-Inf	-Inf	-Inf
25	0.05049096466973547	1.169174756216217e-5	-Inf	-Inf	-Inf	-Inf	-Inf
